annotation	node1	node2	node3	relevant_node	expected	taxonomy	type	organism	tax_id
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Rehmannia mosaic virus	425279
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Sunshine Coast virus	1195087
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Respiratory syncytial virus	12814
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Reston ebolavirus	186539
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Gammaretrovirus	9		from_vog	Reticuloendotheliosis virus	11636
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Alphacoronavirus	13		from_vog	Rhinolophus bat coronavirus HKU2	693998
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Rhinovirus A	147711
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Rhinovirus B14	12131
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Rhinovirus C	463676
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhizobium phage 16-3	10704
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhizobium phage RHEph06	1220714
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhizobium phage RR1-A	929833
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhizobium phage RR1-B	929834
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhizobium phage vB_RglS_P106B	1458697
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhizobium phage vB_RleM_P10VF	1527770
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhizobium phage vB_RleM_PPF1	1498228
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhizobium phage vB_RleS_L338C	1414737
"None"	unclassified viruses	Rhizoctonia fumigata mycovirus	Rhizoctonia fumigata mycovirus				from_vog	Rhizoctonia fumigata mycovirus	1592828
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Rhizoctonia oryzae-sativae mitovirus 1	1837089
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Rhizoctonia solani dsRNA virus 2	1411681
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Rhizoctonia solani flexivirus 1	1871631
"None"	unclassified viruses	Rhizoctonia solani RNA virus HN008	Rhizoctonia solani RNA virus HN008				from_vog	Rhizoctonia solani RNA virus HN008	1678208
"None"	dsRNA viruses	Partitiviridae	Betapartitivirus				from_vog	Rhizoctonia solani virus 717	46618
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales				from_vog	Rhizosolenia setigera RNA virus 01	359987
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodobacter phage RC1	754055
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodobacter phage RcapMu	1105286
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Rhodobacter phage RcapNL				from_vog	Rhodobacter phage RcapNL	1131316
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodococcus phage CosmicSans	1701851
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhodococcus phage E3	1007869
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodococcus phage REQ1	1109712
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodococcus phage REQ2	1109713
"None"	unclassified bacterial viruses	Rhodococcus phage REQ3	Rhodococcus phage REQ3				from_vog	Rhodococcus phage REQ3	1109714
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodococcus phage ReqiDocB7	691966
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodococcus phage ReqiPine5	691963
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodococcus phage RRH1	1109717
"None"	dsRNA viruses	Amalgaviridae	Amalgavirus				from_vog	Rhododendron virus A	878260
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Rhodoferax phage P26218	1636270
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Rhodothermus phage RM378	148943
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Rhodovulum phage RS1	754056
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Dicistroviridae	4		from_vog	Rhopalosiphum padi virus	66834
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	Rhopapillomavirus				from_vog	Trichechus manatus papillomavirus 1	291589
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Rhynchosia golden mosaic virus	117198
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Rhynchosia golden mosaic Yucatan virus	457286
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Rhynchosia mild mosaic virus	714308
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Rhynchosia yellow mosaic India virus	935473
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Ribgrass mosaic virus	51680
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Rice black streaked dwarf virus	10990
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rice dwarf virus	10991
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rice gall dwarf virus	10986
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Rice necrosis mosaic virus	59500
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Rice ragged stunt virus	42475
"None"	Retro-transcribing viruses	Caulimoviridae	Tungrovirus				from_vog	Rice tungro bacilliform virus	10654
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Waikavirus	7		from_vog	Rice tungro spherical virus	35287
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Rice yellow mottle virus	31744
"None"	Satellites	Satellite Nucleic Acids	Single stranded RNA satellites				from_vog	Rice yellow mottle virus satellite	195056
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Riemerella phage RAP44	936152
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Rio Bravo virus	64285
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Arteriviridae	11		from_vog	African pouched rat arterivirus	1965064
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Rodent hepacivirus	1281454
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Rodent hepatovirus RMU101637Micarv2010	1987140
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Rodent pegivirus	1321391
"None"	ssDNA viruses	Parvoviridae	Parvovirinae				from_vog	Minute virus of mice	10794
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Rodent Torque teno virus 2	1514665
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tombusviridae				from_vog	Rosa rugosa leaf distortion virus	535898
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Rosavirus A2	1511807
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Rose cryptic virus 1	492502
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Rose leaf curl betasatellite	875325
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Rose leaf curl virus	875323
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Closteroviridae	Closteroviridae	2		from_vog	Rose leaf rosette-associated virus	1543207
"None"	ssRNA viruses	unclassified ssRNA viruses	Rosellinia necatrix fusarivirus 1				from_vog	Rosellinia necatrix fusarivirus 1	1476202
"None"	unassigned viruses	Megabirnavirus	Rosellinia necatrix megabirnavirus 1/W779				from_vog	Rosellinia necatrix megabirnavirus 1/W779	658904
"None"	unassigned viruses	Megabirnavirus	unclassified Megabirnavirus				from_vog	Rosellinia necatrix megabirnavirus 2-W8	1676267
"None"	dsRNA viruses	Partitiviridae	Alphapartitivirus				from_vog	Rosellinia necatrix partitivirus 2	859651
"None"	dsRNA viruses	Partitiviridae	Betapartitivirus				from_vog	Rosellinia necatrix partitivirus 6	1573459
"None"	dsRNA viruses	Quadriviridae	Quadrivirus				from_vog	Rosellinia necatrix quadrivirus 1	1000373
"None"	dsRNA viruses	Totiviridae	Victorivirus				from_vog	Rosellinia necatrix victorivirus 1	1148491
"None"	dsRNA viruses	Partitiviridae	Betapartitivirus				from_vog	Rosellinia necatrix partitivirus 1-W8	235994
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Rose spring dwarf-associated virus	474454
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Rose yellow mosaic virus	1048434
"None"	Retro-transcribing viruses	Caulimoviridae	Rosadnavirus				from_vog	Rose yellow vein virus	1213588
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Ross River virus	11029
"None"	Retro-transcribing viruses	Hepadnaviridae	unclassified Hepadnaviridae				from_vog	Snow goose hepatitis B virus	89623
"None"	Retro-transcribing viruses	Hepadnaviridae	unclassified Hepadnaviridae				from_vog	Ross's goose hepatitis B virus	259931
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rotavirus A	28875
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Human rotavirus B	10942
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rotavirus C	36427
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rotavirus D chicken/05V0049/DEU/2005	884200
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rotavirus F chicken/03V0568/DEU/2003	994994
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rotavirus G chicken/03V0567/DEU/2003	994995
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Adult diarrheal rotavirus strain J19	335103
"None"	dsRNA viruses	Reoviridae	Sedoreovirinae				from_vog	Rotavirus I	1637496
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Rottboellia yellow mottle virus	1432563
"None"	Retro-transcribing viruses	Hepadnaviridae	Orthohepadnavirus				from_vog	Roundleaf bat hepatitis B virus	1508710
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Betacoronavirus	13		from_vog	Rousettus bat coronavirus HKU9	694006
"Annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Rous sarcoma virus	11886
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Karshi virus	64287
"None"	unclassified viroids	Rubber viroid India/2009	Rubber viroid India/2009				from_vog	Rubber viroid India/2009	758918
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Rubivirus	5		from_vog	Rubella virus	11041
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Rubus canadensis virus 1	1243178
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	Badnavirus	Badnavirus	9		from_vog	Rubus yellow net virus	198310
"Not annotated"	Retro-transcribing viruses	Caulimoviridae	unclassified Caulimoviridae				from_vog	Rudbeckia flower distortion virus	587370
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Ruegeria phage DSS3-P1	1555208
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Ryegrass mosaic virus	40666
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Ryegrass mottle virus	119910
"None"	ssRNA viruses	ssRNA negative-strand viruses	Arenaviridae				from_vog	Sabia mammarenavirus	45709
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Iflavirus	8		from_vog	Sacbrood virus	89463
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Saccharomyces 20S RNA narnavirus	186772
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Saccharomyces 23S RNA narnavirus	198599
"None"	dsRNA viruses	Saccharomyces cerevisiae killer virus M1	Saccharomyces cerevisiae killer virus M1				from_vog	Saccharomyces cerevisiae killer virus M1	12450
"None"	dsRNA viruses	Totiviridae	Totivirus				from_vog	Saccharomyces cerevisiae virus L-A	11008
"None"	dsRNA viruses	Totiviridae	Totivirus				from_vog	Saccharomyces cerevisiae virus L-BC (La)	42478
"None"	ssDNA viruses	Geminiviridae	Mastrevirus				from_vog	Saccharum streak virus	683179
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tombusviridae				from_vog	Saguaro cactus virus	52274
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Salem virus	120499
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Salicola phage CGphi29				from_vog	Salicola phage CGphi29	754067
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salinivibrio phage CW02	1161935
"None"	dsDNA viruses, no RNA stage	unclassified dsDNA phages	Salisaeta icosahedral phage 1				from_vog	Salisaeta icosahedral phage 1	1183239
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Salivirus A	1330524
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_custom_parser	Salivirus NG-J1	651733
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Salivirus FHB	1547495
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage 19	1654883
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage 21	1654884
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage 36	1654889
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage 37	1654890
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage 38	1654891
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage 7-11	1054968
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage epsilon34	348058
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage FSL SP-004	1173769
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage FSL SP-058	1173761
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage FSL SP-076	1173762
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage g341c	590739
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage phiSG-JL2	529929
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage RE-2010	929814
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage SEN1	1647455
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage SEN22	1647458
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage SEN34	1647463
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage SEN4	1647465
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage SEN5	1647466
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage SKML-39	1204528
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SPN3UB	1147140
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage SPN9CC	1127357
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage SSU5	1177632
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage ST160	714583
"None"	dsDNA viruses, no RNA stage	Caudovirales	Salmonella phage ST64B				from_vog	Salmonella phage ST64B	175950
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Salmonella phage STP4-a	1445860
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage vB_SemP_Emek	1168548
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage vB_SenS-Ent2	1465618
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage vB_SenS-Ent3	1465613
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage vB_SosS_Oslo	1168549
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Salmonella phage Vi06	866889
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Salmonella phage Vi II-E1	424716
"None"	dsDNA viruses, no RNA stage	Poxviridae	unclassified Poxviridae				from_vog	Salmon gill poxvirus	1680908
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Salmon pancreas disease virus	84589
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_custom_parser	Sleeping disease virus	78540
"Not annotated"	ssRNA viruses	ssRNA negative-strand viruses	Bunyavirales	Phlebovirus	2		from_vog	Sandfly fever Turkey virus	688699
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Vesivirus	8		from_vog	San Miguel sea lion virus 8	1564182
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Santa barbara virus	1552661
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nodaviridae				from_vog	Santeuil nodavirus	977913
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sanxia water strider virus 6				from_vog	Sanxia water strider virus 6	1746060
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Porcine sapelovirus 1	1002921
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Simian sapelovirus 1	1002918
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Sapovirus	7		from_vog	Porcine enteric sapovirus	106333
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Sapovirus	7		from_custom_parser	Sapovirus Mc10	234601
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Sapovirus	7		from_custom_parser	Sapovirus Hu/Dresden/pJG-Sap01/DE	291175
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Sapovirus	7		from_custom_parser	Sapovirus C12	290314
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Caliciviridae	Sapovirus	7		from_custom_parser	Sapovirus Hu/Nagoya/NGY-1/2012/JPN	1280920
"None"	Satellites	Satellite Nucleic Acids	Double-stranded RNA satellites				from_vog	Satellites of Trichomonas vaginalis T1 virus	198608
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Secoviridae	5		from_vog	Satsuma dwarf virus	47416
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Sauropus leaf curl disease associated DNA beta	1234171
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Sauropus yellowing virus	1577997
"None"	dsDNA viruses, no RNA stage	Iridoviridae	unclassified Iridoviridae				from_vog	Scale drop disease virus	1697349
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Scallion mosaic virus	157018
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Schlumbergera virus X	253700
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sclerophthora macrospora virus A				from_vog	Sclerophthora macrospora virus A	191289
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sclerophthora macrospora virus B				from_vog	Sclerophthora macrospora virus B	75914
"None"	dsRNA viruses	Totiviridae	Victorivirus				from_vog	Sclerotinia nivalis victorivirus 1	1859161
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Sclerotinia sclerotiorum negative-stranded RNA virus 1	1483724
"None"	Virus families not assigned to an order	Botybirnavirus	unclassified Botybirnavirus				from_vog	Sclerotinia sclerotiorum botybirnavirus 1	1654339
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Sclerotinia sclerotiorum debilitation-associated RNA virus	213034
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Sclerotinia sclerotiorum debilitation-associated RNA virus 2	1502101
"None"	dsRNA viruses	Sclerotinia sclerotiorum dsRNA mycovirus-L	Sclerotinia sclerotiorum dsRNA mycovirus-L				from_vog	Sclerotinia sclerotiorum dsRNA mycovirus-L	1181310
"Not annotated"	dsRNA viruses	Endornaviridae	unclassified Endornavirus	Endornaviridae	2		from_vog	Sclerotinia sclerotiorum endornavirus-1	1353016
"Not annotated"	ssRNA viruses	unclassified ssRNA viruses	Sclerotinia sclerotiorum fusarivirus 1				from_vog	Sclerotinia sclerotiorum fusarivirus 1	1661062
"Not annotated"	dsRNA viruses	Hypoviridae	Hypovirus	Hypoviridae	4		from_vog	Sclerotinia sclerotiorum hypovirus 1	1074325
"Not annotated"	dsRNA viruses	Hypoviridae	Hypovirus	Hypoviridae	4		from_vog	Sclerotinia sclerotiorum hypovirus 2	1423347
"None"	unassigned viruses	Megabirnavirus	unclassified Megabirnavirus				from_vog	Sclerotinia sclerotiorum megabirnavirus 1	1661257
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Sclerotinia sclerotiorum mitovirus 1 HC025	1494074
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Sclerotinia sclerotiorum mitovirus 3	1279099
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Narnaviridae				from_vog	Sclerotinia sclerotiorum mitovirus 6	1435446
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Sclerotinia sclerotiorum mycoreovirus 4	1840528
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Sclerotinia sclerotiorum negative-stranded RNA virus 3	1435457
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Sclerotinia sclerotiorum partitivirus S	659497
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tombusviridae				from_vog	Sclerotinia sclerotiorum umbra-like virus 1	1435450
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Scophthalmus maximus rhabdovirus	936149
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Alphacoronavirus	13		from_vog	Scotophilus bat coronavirus 512	693999
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales	Tymoviridae	2		from_vog	Scrophularia mottle virus	312273
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Seal anellovirus 2	1427157
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Seal anellovirus 3	1427156
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Seal anellovirus 4	1566011
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Seal anellovirus TFFN/USA/2006	991022
"None"	ssDNA viruses	Parvoviridae	unclassified Parvoviridae				from_vog	Sea otter parvovirus 1	1882382
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	unclassified Polyomaviridae				from_vog	Sea otter polyomavirus 1	1552409
"None"	ssDNA viruses	unclassified ssDNA viruses	Sea turtle tornovirus 1				from_vog	Sea turtle tornovirus 1	575913
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Semliki Forest virus	11033
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Senecavirus A	390157
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Senecio yellow mosaic virus	310103
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nodaviridae				from_vog	Senegalese sole Iberian betanodavirus	683176
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Senna leaf curl virus	1884991
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Senna mosaic virus	1881013
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Sepik virus	44026
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Serratia phage Eta	1282995
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Serratia phage phiMAM1	1262513
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Serratia phage PS2	1481112
"None"	ssDNA viruses	Parvoviridae	unclassified Parvoviridae				from_vog	Sesavirus CSL10538	1519097
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Sesbania mosaic virus	12558
"None"	Satellites	Satellite Nucleic Acids	unclassified Satellite Nucleic Acids				from_vog	Sewage-associated circular DNA molecule	1592207
"None"	Satellites	Satellite Nucleic Acids	unclassified Satellite Nucleic Acids				from_vog	Sewage-associated circular DNA molecule-3	1592212
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-15				from_vog	Sewage-associated circular DNA virus-15	1592082
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-16				from_vog	Sewage-associated circular DNA virus-16	1592083
