annotation	node1	node2	node3	relevant_node	expected	taxonomy	type	organism	tax_id
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-17				from_vog	Sewage-associated circular DNA virus-17	1592084
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-18				from_vog	Sewage-associated circular DNA virus-18	1592085
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-19				from_vog	Sewage-associated circular DNA virus-19	1592086
"None"	unclassified viruses	Sewage-associated circular DNA virus-2	Sewage-associated circular DNA virus-2				from_vog	Sewage-associated circular DNA virus-2	1519391
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-20				from_vog	Sewage-associated circular DNA virus-20	1592087
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-21				from_vog	Sewage-associated circular DNA virus-21	1592088
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-22				from_vog	Sewage-associated circular DNA virus-22	1592089
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-23				from_vog	Sewage-associated circular DNA virus-23	1592090
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-24				from_vog	Sewage-associated circular DNA virus-24	1592091
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-25				from_vog	Sewage-associated circular DNA virus-25	1592092
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-26				from_vog	Sewage-associated circular DNA virus-26	1592093
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-27				from_vog	Sewage-associated circular DNA virus-27	1592094
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-28				from_vog	Sewage-associated circular DNA virus-28	1592095
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-29				from_vog	Sewage-associated circular DNA virus-29	1592096
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-30				from_vog	Sewage-associated circular DNA virus-30	1592097
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-31				from_vog	Sewage-associated circular DNA virus-31	1592098
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-32				from_vog	Sewage-associated circular DNA virus-32	1592099
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-33				from_vog	Sewage-associated circular DNA virus-33	1592100
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-34				from_vog	Sewage-associated circular DNA virus-34	1592101
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-35				from_vog	Sewage-associated circular DNA virus-35	1592102
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-36				from_vog	Sewage-associated circular DNA virus-36	1592103
"None"	ssDNA viruses	unclassified ssDNA viruses	Sewage-associated circular DNA virus-37				from_vog	Sewage-associated circular DNA virus-37	1592104
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus 1	1592081
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus-10a	1519409
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus 11	1519406
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage associated gemycircularvirus 3	1843761
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus 6	1519401
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus-7a	1519402
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus 8	1519403
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Sewage-associated gemycircularvirus 9	1519404
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Garlic latent virus	12458
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Tymovirales				from_vog	Shallot virus X	31770
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Shallot yellow stripe virus	62059
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Shayang fly virus 4				from_vog	Shayang fly virus 4	1746061
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Shayang spider virus 4				from_vog	Shayang spider virus 4	1746062
"None"	unclassified viruses	Sheep faeces associated smacovirus 1	Sheep faeces associated smacovirus 1				from_vog	Sheep faeces associated smacovirus 1	1843756
"None"	unclassified viruses	Sheep faeces associated smacovirus 2	Sheep faeces associated smacovirus 2				from_vog	Sheep faeces associated smacovirus 2	1843757
"None"	unclassified viruses	Sheep faeces associated smacovirus 3	Sheep faeces associated smacovirus 3				from_vog	Sheep faeces associated smacovirus 3	1843758
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	unclassified Polyomaviridae				from_vog	Sheep polyomavirus 1	1634381
"None"	dsDNA viruses, no RNA stage	Poxviridae	Chordopoxvirinae				from_vog	Sheeppox virus	10266
"None"	Retro-transcribing viruses	Hepadnaviridae	unclassified Hepadnaviridae				from_vog	Sheldgoose hepatitis B virus	259898
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shewanella phage Spp001	1445859
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shewanella sp. phage 1/4	1458859
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shewanella sp. phage 1/40	1458860
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shewanella sp. phage 1/41	1458861
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shewanella sp. phage 1/44	1458862
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shewanella sp. phage 3/49	1458863
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Shigella phage pSf-1	1315956
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shigella phage SfII	66284
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Shigella phage SfIV	1407493
"None"	dsDNA viruses, no RNA stage	Iridoviridae	Alphairidovirinae				from_vog	Short-finned eel ranavirus	638660
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Shrew hepatovirus KS121232Sorara2012	1987145
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Shuangao insect virus 7				from_vog	Shuangao insect virus 7	1746063
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Shuangao lacewing virus 2				from_vog	Shuangao lacewing virus 2	1746064
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Picornaviridae	11		from_vog	Sicinivirus A	1755588
"None"	ssDNA viruses	Circoviridae	unclassified Circoviridae				from_vog	Sicyonia brevirostris associated circular virus	1692263
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden mosaic Buckup virus-[Jamaica:St. Elizabeth:2004]	929769
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden mosaic Costa Rica virus	223313
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden mosaic Florida virus-Malvastrum	871521
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden mosaic Honduras virus	223316
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden mosaic virus	51034
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden mottle virus	759390
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida golden yellow vein virus-[Jamaica:Liguanea2:2008]	929766
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida leaf curl virus	337823
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Sida leaf curl virus-associated DNA beta	337824
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida micrantha mosaic virus	228897
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida mosaic Alagoas virus	1046571
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida mosaic Bolivia virus 1	932069
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida mosaic Bolivia virus 2	932070
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida mosaic Sinaloa virus	367850
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida mottle Alagoas virus	1266995
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida mottle virus	191460
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow blotch virus	1266993
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow mosaic Alagoas virus	1266994
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow mosaic China virus - [Hainan 8]	290090
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow mosaic virus	191463
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Sida yellow mosaic virus-[China]-associated DNA beta	291270
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow mosaic Yucatan virus	408719
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow mottle virus	1093958
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow net virus	1266977
"None"	Satellites	Satellite Nucleic Acids	Single stranded DNA satellites				from_vog	Sida yellow vein alphasatellite	1506184
"None"	Satellites	Satellite Nucleic Acids	Single stranded DNA satellites				from_vog	Sida yellow vein China alphasatellite	1293961
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow vein Madurai virus	420255
"None"	Satellites	Satellite Nucleic Acids	Single stranded DNA satellites				from_vog	Sida yellow vein Vietnam alphasatellite	447597
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow vein Vietnam virus	390441
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Sida yellow vein Vietnam virus satellite DNA beta	447602
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Sida yellow vein virus	223321
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Sida yellow vein virus satellite DNA beta	326489
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Siegesbeckia yellow vein Guangxi virus	379728
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Siegesbeckia yellow vein virus	371401
"None"	Satellites	Tolecusatellitidae	Betasatellite				from_vog	Siegesbeckia yellow vein virus-associated DNA beta	393034
"None"	dsDNA viruses, no RNA stage	Papillomaviridae	Sigmapapillomavirus				from_vog	Erethizon dorsatum papillomavirus 1	291590
"None"	dsDNA viruses, no RNA stage	Caudovirales	Podoviridae				from_vog	Silicibacter phage DSS3phi2	490912
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Simian adenovirus 19	38416
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Simian adenovirus 8	413258
"Not annotated"	Retro-transcribing viruses	Retroviridae	Spumaretrovirinae	Retroviridae	8		from_vog	Simian foamy virus	11642
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Arteriviridae	11		from_vog	Simian hemorrhagic fever virus	38143
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_custom_parser	Simian immunodeficiency virus SIV-mnd 2	159122
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Simian immunodeficiency virus	11723
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Mastadenovirus				from_vog	Simian adenovirus 3	ATCC:VR-1449
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Simian retrovirus 4	723802
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Deltaretrovirus	4		from_vog	Simian T-cell lymphotropic virus 6	481147
"None"	ssDNA viruses	Anelloviridae	Alphatorquevirus				from_vog	Simian torque teno virus 30	1619218
"None"	ssDNA viruses	Anelloviridae	Alphatorquevirus				from_vog	Simian torque teno virus 31	1619219
"None"	ssDNA viruses	Anelloviridae	Alphatorquevirus				from_vog	Simian torque teno virus 32	1619220
"None"	ssDNA viruses	Anelloviridae	Alphatorquevirus				from_vog	Simian torque teno virus 33	1629656
"None"	ssDNA viruses	Anelloviridae	Alphatorquevirus				from_vog	Simian torque teno virus 34	1629657
"None"	dsDNA viruses, no RNA stage	Polyomaviridae	unclassified Polyomaviridae				from_vog	Simian virus 12	46771
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Sinapis alba cryptic virus 1	1768874
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Sindbis virus	11034
"None"	dsDNA viruses, no RNA stage	Iridoviridae	Alphairidovirinae				from_vog	Singapore grouper iridovirus	262968
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Siniperca chuatsi rhabdovirus	373862
"None"	dsDNA viruses, no RNA stage	Caudovirales	Sinorhizobium phage PBC5				from_vog	Sinorhizobium phage PBC5	179237
"None"	dsDNA viruses, no RNA stage	Caudovirales	Siphoviridae				from_vog	Sinorhizobium phage phiLM21	1524882
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Sinorhizobium phage phiM12	1357423
"None"	dsDNA viruses, no RNA stage	Caudovirales	Myoviridae				from_vog	Sinorhizobium phage phiM9	1636182
"None"	dsDNA viruses, no RNA stage	Adenoviridae	Siadenovirus				from_vog	Skua adenovirus 1	1520004
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Iflavirus	8		from_vog	Slow bee paralysis virus	458132
"None"	ssDNA viruses	Parvoviridae	unclassified Parvoviridae				from_vog	Slow loris parvovirus 1	1581151
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Small anellovirus 1	289366
"None"	ssDNA viruses	Anelloviridae	unclassified Anelloviridae				from_vog	Small anellovirus 2	289367
"None"	Satellites	Satellite Nucleic Acids	Single stranded DNA satellites				from_vog	Small begomovirus-associated satellite	1538101
"Not annotated"	Retro-transcribing viruses	Retroviridae	Orthoretrovirinae	Retroviridae	8		from_vog	Snakehead retrovirus	40270
"None"	unclassified bacterial viruses	Sodalis phage phiSG1	Sodalis phage phiSG1				from_vog	Sodalis phage phiSG1	373126
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Soil-borne cereal mosaic virus	100887
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Soil-borne wheat mosaic virus	28375
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Sokoluk virus	64317
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Solanum mosaic Bolivia virus	932073
"None"	Satellites	Satellite Nucleic Acids	Single stranded RNA satellites				from_vog	Solanum nodiflorum mottle virus satellite RNA	195061
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Picornavirales	Dicistroviridae	4		from_vog	Solenopsis invicta virus-1	294369
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Solenopsis invicta virus 2				from_vog	Solenopsis invicta virus 2	439491
"Not annotated"	unassigned viruses	Invictavirus	Solenopsis invicta virus 3				from_vog	Solenopsis invicta virus 3	631345
"None"	dsRNA viruses	Partitiviridae	unclassified Partitiviridae				from_vog	Sophora japonica powdery mildew-associated partitivirus	1891704
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Virgaviridae				from_vog	Sorghum chlorotic spot virus	107804
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Sorghum mosaic virus	32619
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	South African cassava mosaic virus	63723
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Southern bean mosaic virus	12139
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Southern cowpea mosaic virus	196398
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Togaviridae	Alphavirus	9		from_vog	Southern elephant seal virus	1159195
"None"	dsRNA viruses	Reoviridae	Spinareovirinae				from_vog	Southern rice black-streaked dwarf virus	519497
"None"	dsRNA viruses	Amalgaviridae	Amalgavirus				from_vog	Southern tomato virus	591166
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Nidovirales	Arteriviridae	11		from_vog	Southwest baboon virus 1	1546178
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Sobemovirus	Sobemovirus	5		from_vog	Sowbane mosaic virus	378833
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Soybean chlorotic blotch virus	761702
"None"	Retro-transcribing viruses	Caulimoviridae	Soymovirus				from_vog	Soybean chlorotic mottle virus	10651
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Soybean chlorotic spot virus	1221206
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Soybean crinkle leaf virus	85753
"None"	ssRNA viruses	ssRNA negative-strand viruses	Mononegavirales				from_vog	Soybean cyst nematode socyvirus	1034377
"Not annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Flaviviridae	Flaviviridae	10		from_vog	Soybean cyst nematode virus 5	1495316
"None"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Luteoviridae				from_vog	Soybean dwarf virus	12049
"None"	Genomoviridae	Gemycircularvirus	unclassified Gemycircularvirus				from_vog	Soybean leaf-associated gemycircularvirus 1	1719040
"None"	ssDNA viruses	Geminiviridae	Begomovirus				from_vog	Soybean mild mottle virus	761701
"Annotated"	ssRNA viruses	ssRNA positive-strand viruses, no DNA stage	Potyviridae	Potyviridae	10		from_vog	Soybean mosaic virus	12222
